200,1,1000,0.5,0.5,Evolution,1776885,0.00408561214541065000,0.00293565258643730450
200,2,1000,0.5,0.5,Evolution,1665657,0.00251044925212270950,0.00243019093217463530
200,3,1000,0.5,0.5,Evolution,1622784,0.00284145405716478050,0.00215878937792287400
200,4,1000,0.5,0.5,Evolution,1642495,0.00273843704007527670,0.00186711490779934530
200,5,1000,0.5,0.5,Evolution,1674756,0.00222847759793572600,0.00163847603379119510
200,6,1000,0.5,0.5,Evolution,1654716,0.00357731471426198700,0.00341035866923478270
200,7,1000,0.5,0.5,Evolution,1677643,0.00477468329948747700,0.00263564388322232860
200,8,1000,0.5,0.5,Evolution,1672899,0.00246948589793579340,0.00201190165673231000
200,9,1000,0.5,0.5,Evolution,1658733,0.00326801780599002100,0.00261346511882252700
200,10,1000,0.5,0.5,Evolution,1681296,0.00269715340971218200,0.00214573292385557150
