200,1,1000,0.5,0.5,Evolution,64197,0.76192876550647300000,0.76112703420165150000
200,6,1000,0.5,0.5,Evolution,171086,0.50240890933301050000,0.47743761863645060000
200,11,1000,0.5,0.5,Evolution,324948,0.25175557856136105000,0.24137131935725292000
200,16,1000,0.5,0.5,Evolution,513260,0.12278125078456478000,0.12160805362397935000
200,21,1000,0.5,0.5,Evolution,674730,0.05895630412914939400,0.05483997063437147400
200,26,1000,0.5,0.5,Evolution,886349,0.03348695822710335400,0.03075472732155775500
200,31,1000,0.5,0.5,Evolution,1080986,0.00908992792814400000,0.00900687448402363200
200,36,1000,0.5,0.5,Evolution,1255223,0.01074905945729748600,0.00865717112096617000
200,41,1000,0.5,0.5,Evolution,1452395,0.00403805598159509200,0.00355979050707547640
200,46,1000,0.5,0.5,Evolution,1660386,0.00315107661784443000,0.00311754006443190620
200,51,1000,0.5,0.5,Evolution,1816569,0.00224977502249775000,0.00167144597518195720
200,56,1000,0.5,0.5,Evolution,1970767,0.00139874367386383870,0.00123918290305877500
200,61,1000,0.5,0.5,Evolution,2265673,0.00200113221954526900,0.00157960144883662700
200,66,1000,0.5,0.5,Evolution,2438760,0.00338926476063317600,0.00206384851568749360
200,71,1000,0.5,0.5,Evolution,2697249,0.00157361364637754130,0.00138503325775922060
