200,1,1000,0.5,0.5,Evolution,223362,0.11671424410136906000,0.10417728340991020000
200,4,1000,0.5,0.5,Evolution,677460,0.00790839148327071000,0.00580446978566043200
200,7,1000,0.5,0.5,Evolution,1069835,0.00525684773586645740,0.00358170707001742540
200,10,1000,0.5,0.5,Evolution,1540647,0.00126966212880016930,0.00093713994850241620
200,13,1000,0.5,0.5,Evolution,2007792,0.00110841788572333400,0.00085439518085421750
200,16,1000,0.5,0.5,Evolution,2469601,0.00256833608512199600,0.00182411008422538650
200,19,1000,0.5,0.5,Evolution,3076786,0.00246043442045236100,0.00201012187467999800
200,22,1000,0.5,0.5,Evolution,3428703,0.00170462379203589730,0.00087078275515917680
200,25,1000,0.5,0.5,Evolution,3876122,0.00177195782489035220,0.00117835520072819630
200,28,1000,0.5,0.5,Evolution,4510323,0.00172568509698350240,0.00119386659502427420
200,31,1000,0.5,0.5,Evolution,4937444,0.00116792583670936890,0.00096754791591922420
